GenOpt(R) Version 3.1.0, December 8, 2011

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2011, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of PSOIW algorithm
Start time: Mon Sep 08 15:08:42 UTC 2014

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	SimplePaybackYrs	EnergyTotal	UtilBillNoPVRevenueDoll	UtilRevenuePVDoll	UtilBillNetDoll	UtilCostElecDoll	UtilCostGasDoll	UtilCostPropaneDoll	UtilCostOilDoll	EnergyPVkWh	EnergyHeatingGJ	EnergyCoolingGJ	EnergyVentGJ	EnergyDHWGJ	EnergyPlugGJ	FuelEleckWh	FuelNaturalGasM3	FuelOilL	UpgradeCostDoll	PVSizekW	GOtag:CalcMode	GOtag:DBFiles	GOtag:HRVcontrol	GOtag:Opt-Location	GOtag:Opt-geometry	GOtag:Opt-Attachment	GOtag:Opt-ACH	GOtag:Opt-AirTightness	GOtag:Opt-MainWall	GOtag:Opt-BasementWallInsulation	GOtag:Opt-BasementSlabInsulation	GOtag:Opt-ExposedFloor	GOtag:Opt-Ceilings	GOtag:Opt-CasementWindows	GOtag:Ext-DryWall	GOtag:Opt-FloorSurface	GOtag:Opt-DWHRandSDHW	GOtag:Opt-DHWSystem	GOtag:Opt-HVACSystem	GOtag:Opt-HRVSpec	GOtag:Opt-StandoffPV	GOtag:Opt-FrontWindows	GOtag:Opt-BackWindows	GOtag:Opt-ExtLeftSideWindow	GOtag:Opt-ExtBasementWindow	GOtag:Opt-OverhangWidth	GOtag:RoofPitch	GOtag:ElecLoadScale	GOtag:DHWLoadScale	GOtag:GOconfig_rotate
1	1	1	1	1315.19842635103	79.531701	1315.19842635103	0.0	1315.19842635103	825.909788367658	489.288637983375	0.0	0.0	0.0	24.182854	1.551307	2.78568	19.788798	31.223062	9900.0901728	1180.73054592	0.0	0.0	0.0	calc	retrofit	EightHRpDay	Vancouver	Van_2st_80_retro	single	retro_ACH_5	Typical23	BaseR21	OBC-min-R12	NoInsulation	BaseExpFloor-R31	CeilR50	DoubleLowEHardCoatAirFill	OneSheet	wood	none	BaseDHW	basefurnace	BaseHRV_SRE70	NoPV	NoExtraWin	NoExtraWin	No	No	BaseOverhang	6-12	NoReduction	OldERS	S	Generation 1.
2	2	1	1	1847.06868146017	55.278578	985.636681460173	0.0	985.636681460173	631.603204229541	354.033477230631	0.0	0.0	0.0	14.192552	1.442586	2.78568	12.480368	24.377392	7959.5255664	716.12705664	0.0	21535.8	0.0	calc	retrofit	EightHRpDay	Vancouver	Van_2st_80_retro	single	retro_ACH_5	Typical23	Stud-R35-Wall	ICF-base-R41	R12EdgeP6	BaseExpFloor-R31	 CeilR70	TripleLowEHardCoatKryFill	OneSheet	wood	 DWHR-4-36	BaseDHW	basefurnace	BaseHRV_SRE70	NoPV	NoExtraWin	NoExtraWin	No	No	BaseOverhang	6-12	NGERSNoReduction19	Low-Flow	S	Generation 1.
3	3	1	1	3056.4167256946	37.886021	1150.1767256946	402.0	748.176725694604	856.383524898287	293.793200796318	0.0	0.0	5025.0	19.375497	0.626842	2.78568	1.96494	31.223062	10184.8917888	519.44301648	0.0	57706.0	5.0	calc	retrofit	EightHRpDay	Vancouver	Van_2st_80_retro	single	retro_ACH_5	 Cdn1ACH	DblStud-R37-Wall	ICF-base-R41	NoInsulation	BaseExpFloor-R31	 CeilR100	DoubleLowESoftCoatArgFill	OneSheet	wood	1-plate-DWHR-4-60	ElectricHP	basefurnace	BaseHRV_SRE70	SizedPV|5kW	NoExtraWin	NoExtraWin	No	No	BaseOverhang	6-12	NoReduction	EStar	S	Generation 1.
4	4	1	1	2131.70374235766	55.05633	1052.85974235766	241.2	811.659742357664	609.79604385306	443.063698504604	0.0	0.0	3015.0	22.099012	0.64834	2.78568	15.999906	24.377392	7745.0776128	1022.74496208	0.0	33001.1	3.0	calc	retrofit	EightHRpDay	Vancouver	Van_2st_80_retro	single	retro_ACH_5	Typical23	Truss-R40-Wall	Rigid+Batt-R30	R24UnderSlab+edge	BaseExpFloor-R31	 CeilR70	DoubleLowESoftCoatArgFill	OneSheet	wood	none	BaseDHW	basefurnace	BaseHRV_SRE70	SizedPV|3kW	NoExtraWin	NoExtraWin	No	No	BaseOverhang	6-12	NGERSNoReduction19	EStar	S	Generation 1.
5	5	1	1	2236.14617995588	37.367076	983.414179955878	241.2	742.214179955878	712.45698698155	270.957192974328	0.0	0.0	3015.0	16.461385	1.602262	2.78568	6.8688	20.502949	8839.7836272	441.3179376	0.0	37348.3	3.0	calc	retrofit	EightHRpDay	Vancouver	Van_2st_80_retro	single	retro_ACH_5	 R2000	DblStud-R37-Wall	Rigid+Batt-R30	R12EdgeP10	BaseExpFloor-R31	 CeilR90	DoubleLowEHardCoatArgFill	OneSheet	wood	 1-plate-DWHR-4-36	ElectricStorage	basefurnace	BaseHRV_SRE70	SizedPV|3kW	NoExtraWin	NoExtraWin	No	No	BaseOverhang	6-12	 NGERSReducedA16	EStar	S	Generation 1.
6	6	1	1	2616.47935987453	28.429217	846.375359874528	402.0	444.375359874528	519.611530852602	326.763829021927	0.0	0.0	5025.0	15.940848	1.568988	2.78568	7.235011	18.98869	6499.4245344	621.93312432	0.0	54302.6	5.0	calc	retrofit	EightHRpDay	Vancouver	Van_2st_80_retro	single	retro_ACH_5	 R2000	DblStud-R52-Wall	ICF-base-R41	R12EdgeP10	BaseExpFloor-R31	 CeilR80	DoubleLowEHardCoatAirFill	OneSheet	wood	 2-plate-DWHR-4-36	BaseDHW	basefurnace	BaseHRV_SRE70	SizedPV|5kW	NoExtraWin	NoExtraWin	No	No	BaseOverhang	6-12	NGERSBestInClass14p8	No-Reduction	S	Generation 1.
7	7	1	1	3448.17490911361	36.555462	1323.56290911361	402.0	921.562909113614	1106.26084272987	217.302066383739	0.0	0.0	5025.0	9.614432	1.475088	2.78568	9.5472	31.223062	12520.1956608	257.755963968	0.0	63165.3	5.0	calc	retrofit	EightHRpDay	Vancouver	Van_2st_80_retro	single	retro_ACH_5	 R2000	Truss-R52-Wall	Rigid+Blown-R43	R24UnderSlab+edge	BaseExpFloor-R31	 CeilR70	TripleLowEHardCoatKryFill	OneSheet	wood	 1-plate-DWHR-4-36	ElectricStorage	basefurnace	BaseHRV_SRE70	SizedPV|5kW	NoExtraWin	NoExtraWin	No	No	BaseOverhang	6-12	NoReduction	OldERS	S	Generation 1.
8	8	1	1	2690.55692930489	39.843635	960.424929304887	241.2	719.224929304887	654.59960266962	305.825326635267	0.0	0.0	3015.0	20.910921	0.575514	2.78568	2.048128	24.377392	8293.4760384	560.60664192	0.0	49283.3	3.0	calc	retrofit	EightHRpDay	Vancouver	Van_2st_80_retro	single	retro_ACH_5	 R2000	Truss-R52-Wall	Rigid+Batt-R30	R24UnderSlab+edge	BaseExpFloor-R31	 CeilR90	DoubleLowESoftCoatArgFill	OneSheet	wood	 1-plate	ElectricHP	basefurnace	BaseHRV_SRE70	SizedPV|3kW	NoExtraWin	NoExtraWin	No	No	BaseOverhang	6-12	NGERSNoReduction19	Low-Flow	S	Generation 1.
9	9	1	1	2961.15075906262	35.739033	1008.35875906262	402.0	606.358759062623	686.518168363802	321.840590698821	0.0	0.0	5025.0	22.954636	0.553078	2.78568	3.158247	24.377392	8597.3663952	615.39728832	0.0	58869.8	5.0	calc	retrofit	EightHRpDay	Vancouver	Van_2st_80_retro	single	retro_ACH_5	 R2000	Truss-R40-Wall	ICF-base-R32	R10UnderSlab+edge	BaseExpFloor-R31	 CeilR100	DoubleLowESoftCoatArgFill	OneSheet	wood	 1-plate-DWHR-4-36	ElectricHP	basefurnace	BaseHRV_SRE70	SizedPV|5kW	NoExtraWin	NoExtraWin	No	No	BaseOverhang	6-12	NGERSNoReduction19	OldERS	S	Generation 1.
10	10	1	1	2040.41675204626	62.72232	1063.96075204626	241.2	822.76075204626	530.006321949537	533.954430096723	0.0	0.0	3015.0	29.929327	0.569566	2.78568	19.788798	20.502949	6653.3107536	1334.78926704	0.0	30441.4	3.0	calc	retrofit	EightHRpDay	Vancouver	Van_2st_80_retro	single	retro_ACH_5	Typical23	SIPS-R22-Wall	ICF-base-R26	R24UnderSlab+edge	BaseExpFloor-R31	 CeilR100	DoubleLowESoftCoatArgFill	OneSheet	wood	none	BaseDHW	basefurnace	BaseHRV_SRE70	SizedPV|3kW	NoExtraWin	NoExtraWin	No	No	BaseOverhang	6-12	 NGERSReducedA16	OldERS	S	Generation 1.
