GenOpt(R) Version 3.1.0, December 8, 2011

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2011, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of PSOIW algorithm
Start time: Thu Mar 13 16:41:12 UTC 2014

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	SimplePaybackYrs	EnergyTotal	UtilBillNoPVRevenueDoll	UtilRevenuePVDoll	UtilBillNetDoll	UtilCostElecDoll	UtilCostGasDoll	UtilCostPropaneDoll	UtilCostOilDoll	EnergyPVkWh	EnergyHeatingGJ	EnergyCoolingGJ	EnergyVentGJ	EnergyDHWGJ	EnergyPlugGJ	FuelEleckWh	FuelNaturalGasM3	FuelOilL	UpgradeCostDoll	PVSizekW	GOtag:CalcMode	GOtag:DBFiles	GOtag:Opt-Location	GOtag:Opt-AirTightness	GOtag:Opt-MainWall	GOtag:Opt-BasementWallInsulation	GOtag:Opt-BasementSlabInsulation	GOtag:Opt-ExposedFloor	GOtag:Opt-Ceilings	GOtag:Opt-CasementWindows	GOtag:Ext-DryWall	GOtag:Opt-FloorSurface	GOtag:Opt-DWHRandSDHW	GOtag:Opt-DHWSystem	GOtag:Opt-HVACSystem	GOtag:Opt-HRVSpec	GOtag:Opt-StandoffPV	GOtag:Opt-FrontWindows	GOtag:Opt-BackWindows	GOtag:Opt-ExtLeftSideWindow	GOtag:Opt-ExtBasementWindow	GOtag:Opt-OverhangWidth	GOtag:RoofPitch	GOtag:ElecLoadScale	GOtag:DHWLoadScale	GOtag:HRVcontrol	GOtag:GOconfig_rotate
1	1	1	1	1391.58910211091	91.282274	1281.78910211091	0.0	1281.78910211091	770.147542230206	511.641559880708	0.0	0.0	0.0	55.968873	1.292829	2.271223	11.2464	20.502949	9912.78972	1495.39423104	0.0	2745.0	0.0	calc	CEF	Winnipeg	Typical23	Stud-R275-Wall	MB-IntBatt-R20	NoInsulation	BaseExpFloor-R31	CeilR60	DoubleLowEHardCoatArgFill	OneSheet	wood	none	ElectricStorage	basefurnace	BaseHRV_SRE70	NoPV	NoExtraWin	FourExtraWin	No	No	BaseOverhang	8-12	NGERSReducedA16	Low-Flow	EightHRpDay	S	Generation 1.
2	2	1	1	1825.91112794441	61.740589	1272.59112794441	0.0	1272.59112794441	1272.59112794441	0.0	0.0	0.0	0.0	28.712016	1.316372	2.245252	8.964	20.502949	17152.6101552	0.0	0.0	13833.0	0.0	calc	CEF	Winnipeg	 R2000	 Stud-R275MW-Wall	MB-IntBatt-R20	NoInsulation	BaseExpFloor-R31	CeilR70	DoubleLowEHardCoatArgFill	OneSheet	wood	DWHR-4-60	ElectricStorage	 CCASHP	UpgHRV_SRE78	NoPV	NoExtraWin	FourExtraWin	No	No	BaseOverhang	8-12	NGERSReducedA16	Low-Flow	EightHRpDay	S	Generation 1.
3	3	1	1	2103.98336358447	55.044182	1207.50336358447	0.0	1207.50336358447	990.461519330465	217.041844254002	0.0	0.0	0.0	23.835815	0.57952	2.194782	7.931116	20.502949	13087.3422384	213.293073744	0.0	22412.0	0.0	calc	CEF	Winnipeg	 PassiveHouse	 DblStud-R37-Wall	 MB-Comb-R20	R12EdgeP10	BaseExpFloor-R31	CeilR70	 TripleLowESoftCoatKryFill	OneSheet	wood	DWHR-4-60	GasInstantaneous	 CCASHP	BaseHRV_SRE70	NoPV	NoExtraWin	FourExtraWin	No	No	BaseOverhang	8-12	NGERSReducedA16	Low-Flow	EightHRpDay	S	Generation 1.
4	4	1	1	1979.41148875101	62.204117	1272.53148875101	0.0	1272.53148875101	1015.93428683069	256.597201920326	0.0	0.0	0.0	24.243209	1.482342	2.206733	13.768884	20.502949	13454.3834352	370.51078752	0.0	17672.0	0.0	calc	CEF	Winnipeg	 PassiveHouse	 Stud-R275MW-Wall	 MB-Comb-R20	R12EdgeP6	BaseExpFloor-R31	CeilR70	DoubleLowEHardCoatArgFill	OneSheet	wood	DWHR-4-36	BaseDHW	 CCASHP	BaseHRV_SRE70	NoPV	NoExtraWin	FourExtraWin	No	No	BaseOverhang	8-12	NGERSReducedA16	Low-Flow	EightHRpDay	S	Generation 1.
5	5	1	1	2049.18556509329	62.771865	1348.78556509329	0.0	1348.78556509329	1128.0475380589	220.738027034385	0.0	0.0	0.0	30.221127	1.260537	2.265327	8.521925	20.502949	15069.8497248	229.378010544	0.0	17510.0	0.0	calc	CEF	Winnipeg	Typical23	 Stud-R305-Wall	 MB-Comb-R20	R12EdgeP6	BaseExpFloor-R31	CeilR80	DoubleLowEHardCoatArgFill	OneSheet	wood	DWHR-4-36	GasInstantaneous	 CCASHP	UpgHRV_SRE78	NoPV	NoExtraWin	FourExtraWin	No	No	BaseOverhang	8-12	NGERSReducedA16	Low-Flow	EightHRpDay	S	Generation 1.
6	6	1	1	2263.98124838019	40.369694	860.501248380194	0.0	860.501248380194	860.501248380194	0.0	0.0	0.0	0.0	13.288619	1.432128	2.188548	2.95745	20.502949	11214.7156368	0.0	0.0	35087.0	0.0	calc	CEF	Winnipeg	 PassiveHouse	 DblStud-R37-Wall	MB-IntBatt-R20	R12EdgeP6	BaseExpFloor-R31	CeilR80	TripleLowEHardCoatKryFill	OneSheet	wood	DWHR-4-60	ElectricHP	 GSHP	BaseHRV_SRE70	NoPV	NoExtraWin	FourExtraWin	No	No	BaseOverhang	8-12	NGERSReducedA16	Low-Flow	EightHRpDay	S	Generation 1.
7	7	1	1	2290.58618126066	49.397743	1034.62618126066	0.0	1034.62618126066	1034.62618126066	0.0	0.0	0.0	0.0	13.945077	1.504401	2.198916	11.2464	20.502949	13723.7197968	0.0	0.0	31399.0	0.0	calc	CEF	Winnipeg	 Cdn1ACH	 DblStud-R37-Wall	MB-IntBatt-R20	R12EdgeP10	BaseExpFloor-R31	CeilR70	TripleLowEHardCoatKryFill	OneSheet	wood	none	ElectricStorage	 GSHP	UpgHRV_SRE78	NoPV	NoExtraWin	FourExtraWin	No	No	BaseOverhang	8-12	NGERSReducedA16	Low-Flow	EightHRpDay	S	Generation 1.
8	8	1	1	1575.38711757777	77.495484	1045.02711757777	0.0	1045.02711757777	547.126361620774	497.900755956994	0.0	0.0	0.0	43.411413	1.132308	2.198137	10.250677	20.502949	6699.2271696	1435.5534096	0.0	13259.0	0.0	calc	CEF	Winnipeg	 Cdn1ACH	 Stud-R275MW-Wall	 MB-Comb-R20	R12EdgeP10	BaseExpFloor-R31	CeilR60	TripleLowEHardCoatKryFill	OneSheet	wood	none	GasInstantaneous	basefurnace	UpgHRV_SRE78	NoPV	NoExtraWin	FourExtraWin	No	No	BaseOverhang	8-12	NGERSReducedA16	Low-Flow	EightHRpDay	S	Generation 1.
9	9	1	1	1557.16739150547	82.989912	1198.44739150547	0.0	1198.44739150547	722.912345522029	475.535045983441	0.0	0.0	0.0	50.088208	0.621449	2.215706	9.5616	20.502949	9232.1671536	1338.2727336	0.0	8968.0	0.0	calc	CEF	Winnipeg	 R2000	 Stud-R275MW-Wall	MB-IntBatt-R20	R12EdgeP6	BaseExpFloor-R31	CeilR70	 TripleLowESoftCoatKryFill	OneSheet	wood	DWHR-4-36	ElectricStorage	basefurnace	UpgHRV_SRE78	NoPV	NoExtraWin	FourExtraWin	No	No	BaseOverhang	8-12	NGERSReducedA16	Low-Flow	EightHRpDay	S	Generation 1.
10	10	1	1	1803.86504117717	59.546983	1230.30504117717	0.0	1230.30504117717	1230.30504117717	0.0	0.0	0.0	0.0	25.932408	1.331505	2.218521	9.5616	20.502949	16543.2999456	0.0	0.0	14339.0	0.0	calc	CEF	Winnipeg	 Cdn1ACH	Stud-R275-Wall	MB-IntBatt-R20	R12EdgeP6	BaseExpFloor-R31	CeilR80	DoubleLowEHardCoatArgFill	OneSheet	wood	DWHR-4-36	ElectricStorage	 CCASHP	BaseHRV_SRE70	NoPV	NoExtraWin	FourExtraWin	No	No	BaseOverhang	8-12	NGERSReducedA16	Low-Flow	EightHRpDay	S	Generation 1.
